システムID,ジャンルID,ステータスID,感情ラベル,content
514846,Aquos2,521620514901467137,negative,それにしても、シャープ製品の外れを引きまくってる。洗濯機は残り湯を吸い込むポンプがいかれ、エアコンのルーバーの軸が割れて真下にしか送風せず、スマホは相手の声が聞こえなくなる。全部一年以内。シャープしっかり！！
514856,Aquos2,521632938484445185,negative,たいへん！！部屋用のシャープのちっこいTV買ったら裏番組って録画できないのかｗｗｗｗｗ　チャンネル変えたら録画をキャンセルしないといけなかった件
504043,Aquos1,620269483169427457,negative,"問題は処理落ちでタイミングずれる時がキツい。
バッテリー的に305SHでやってるけど、敵が大量に湧くとカクる時がある。まぁSnapdragon800以降なら大丈夫そう。

それ以外でもゲーム側でグラフィック設定出来るし。"
504045,Aquos1,620299822130573312,neutral,"うーん、やっぱりドコモのガラホ気になる。
バッテリー持ちとか色々考えたらARROWS一択かな。
本当はSH推したいけどカメラ画素数今より低くなるのは嫌。
でも、ARROWSバーコードリーダーが無いのが謎すぎて。
もうちょい待ったほうが良いかなぁ～という印象。"
504627,Aquos1,625910033872633857,neutral,メーカーさんが違う中古Androidスマホのカメラで色々してますよ。なんとなく、一番ピントがピシっとしててのっぽ好みなのは富士通さんので、シャープさんとNECさんのは普通に奇麗で、予想外にダメダメなのがSONYさんって印象ですね。バーコードの読み取り結果と合ってますねぇ。😕
504633,Aquos1,625980094712954881,positive,スウォッチのSISTEM51や 303shタッチパネル感度よすぎてわろし
505208,Aquos1,632075911282601985,neutral,"そういえば、7年振りくらいに931SHからケータイ変えたんですよ。932SHの白ロムに。初めてのMA-7搭載機。
光タッチクルーザー壊れてるんだったらはじめから言ってくれ！とは思ったけど、専門業者じゃないから仕方なし(´・ω・`)"
505216,Aquos1,632160740623822849,neutral,携帯が壊れた。液晶画面がわれちゃって、いま代スマホでつぶやき中。機種はAQUOS SH-01G。
501158,Aquos1,596436620624039936,neutral,日本はサッサと携帯端末と回線事業を切り分けて売るように法整備しろよ。したら端末代金が高すぎるiPhone売れなくなって国内メーカーが、、、もう遅いな。遅すぎた。シャープも富士通もNECも、、、、いい電話作ってたのにな。世界で最初にカメラつけたのはシャープだぞ？
502027,Aquos1,602300308056772608,neutral,残念ながらSHのクリーチャーデザインは4までなんだよなぁ…
502892,Aquos1,609965521023270912,negative,#XperiaZ4 に機種変。#SH-02E と比べて微妙にバッテリーの減りが早い気がする？パケ詰まりに悩まされるよりはマシなんだろうけど、うーん。なにか停止させた方が良いプリインストールアプリがあるのかな。
502898,Aquos1,610009835308892160,negative,前使ってたシャープのが沖縄で画面消えるようになっちゃってそのあと繋ぎで買った白ロムだからいいけどこれ新品の分割で買って2年付き合わなきゃいけない人は辛すぎると思うわ。やはりIGZO液晶は電池の持ちいいと思う。
503468,Aquos1,615165028178657280,positive,"今欲しい７インチタブレットについて
１．家の中や出先でノートPCを広げるまでではない調べ物をしたい
→格安SIM差してLTEも使いたい、外で使うのでバッテリーの持ちが良いのがいい
２．電子書籍を本格的に買って読み始めたい
→液晶はデカくて綺麗、見やすいのが良い
結果：SH-06F"
504058,Aquos1,620459431218667520,neutral,"割と真面目な話 #シャープ だとか液晶テレビ売ってるメーカーはPCモニター売れば需要あると思うんだがダメなんかね、まぁ特にシャープは大画面にパワー注いでるから儲からないのかなぁ...だって今ほぼBenQとかエイサーとか海外メーカーの独壇場じゃん？
#テレビ　#モニター"
504942,Aquos1,629192067340636160,neutral,デザインならシャープも負けてない
501463,Aquos1,598760208937058304,negative,"LGL21→電池切れてる
IS15SH→バッテリー50残ってるものの取りこぼしがひどい"
502034,Aquos1,602335780254527488,positive,WX04SH：「不要なときはSB回線を殺してPHS回線で使う」とかいうとんでもない使い方が出来る（*#でSBを殺せる） 番号はPHS・SBの2回線あってSB殺しててもPHSが問題なく使える これをすると電池の持ちがおかしいくらい良くなる
503206,Aquos1,612602635930112001,neutral,AQUOSの画面が自分の中で神格化してしまったから、お家に帰ってちゃんと見てみようと思っただけ。本当にリビングで見た画面は綺麗だったのか？
503794,Aquos1,618566458251972608,neutral,"そろそろ携帯が良くない。バッテリーが持たない。
で、ネットで少し調べてみたりみなかったり。最近のスマホってのはデカイね。どの辺がスマートなのか疑問に思ったｗ
携帯が面倒なサイズの電話。コードレスホンってとこなか。ガラホってのがシャープさんだし、ちょっと興味引かれてる今日この頃。"
504952,Aquos1,629311112987541504,neutral,"#いっしょにプルプル  楽しいのだけれど 
プレイしなくてもポップアップ通知だけでバッテリーがかなり減る
プレイするとあっという間に本体温度上昇  扱いには要注意かと… Android 206SH"
505243,Aquos1,632474762816671744,neutral,機種変更してきた。Wimaxないから通信量制限受けてしまうー。AQUOS SERIE mini SHV31去年の機種を安く買ってきたよ。そして前のスマホからSD出そうとしてカバー外したら電池パンパンだった。
505253,Aquos1,632552391808708609,neutral,とりあえず、Nexus5向けのFirefox OS煮込み終了。config.sh nexus-5-l だった。カメラもちゃんと動く。次はSpark入れるべく煮込み直し～。
505735,Aquos1,636384024429133824,neutral,一番最初のカメラ付き携帯はシャープだった気がする
505739,Aquos1,636421410773073920,positive,今使ってるAndoroidのカメラが絶望的にクソすぎてSH008の空端末をカメラ代わりに使っている。
501193,Aquos1,596863630231998464,neutral,シャープがトレンドに入っているから見てみると大幅に資本金を減らすというニュースだった。そしてシャープアカウントを見ると、家電を擬人化した家電少女というアプリをやっていた、ビックカメラもやっているようだし流行ってるのかな？会社とコラボで割引クーポンとかあったらいいな
501755,Aquos1,600084640427184128,negative,"どなたかSH-06Eのバッテリーを店頭で交換してくれるとこ知りませんかね？
関東圏で。"
501756,Aquos1,600095688559472640,neutral,バッテリー持ちとSH06Eより動けばわりと
502334,Aquos1,605314938471485440,negative,AQUOSのロック画面いいの無いの(･д･｡)
502935,Aquos1,610368540227452928,neutral,携帯は買ったけどシャープのAV機器は買ったことないな〜デザインは好きだったけど
503228,Aquos1,612918980911611904,neutral,シャープが液晶事業を再興させるにはどうすればいいか考えた。縦長の液晶タッチパネルを開発して等身大彼女がやってきた！と銘打ってバトルガールハイスクールの様なアプリも同時にリリース。いきなり大きいサイズは難しいだろうからまずは高さ100cmでいかがでしょう？
503515,Aquos1,615810626489749508,positive,"グリップマジック、勝手にスリープ解除になるのは使いにくいからOFFにするけど、グリップのセンサーが有効中に画面スライドでスリープ解除は便利だな。ブライトキープもより確実に設定できるし。

シャープはこの辺便利だ"
504983,Aquos1,629650463290339328,negative,集めた着メロを聴くためだけにとっておいたVodafoneのSH904に電源が入らなくなってしまった……修理もできないし電池パックも入手不可だろうなぁ。ちなみに着信音は当然「Flash Flash Flash」でした。
501195,Aquos1,596870032417640450,neutral,シャープやばいな、以前経済誌に最終的にはディスプレイ事業をJDに売却して、白物家電は中国とかの企業に売り払って、終わりって、シナリオ書いてたけど、まさにそれになりそうだな。
501207,Aquos1,596970967181627392,neutral,エロ見てたらスマホさんが画面上のメッセージで「らめえええからだがぽかぽかしちゃうのぉぉパフォーマンスおちちゃうぅぅぅ！！！（意訳）………光量落とすねーー」って言われてすっごい落ち着いたサンキューアクオス
501487,Aquos1,598795685673086977,neutral,街の東芝の電器屋の店頭ディスプレイしてる大画面で晒されるシャープ大赤字ニーュス
501497,Aquos1,598825194489122816,neutral,"シャープがすごい赤字出したけど、スマッホサイズで4Kのディスプレイである程度黒字出してくれたらいいのになぁ
JDI、SAMSUNG(ほかにもある？)とかのスマッホ用のディスプレイ製造してるところに対抗してくれたらなかなか面白いのになぁ"
501498,Aquos1,598825615286906880,neutral,シャープの財務がピンチで787のコックピットディスプレイを失注したりしないだろうか。
502079,Aquos1,602799616967376899,neutral,むむう。もうスマホで6インチ画面とか狭っくるしいわ！アクオスパッドにしてしまおう。7インチばんざーい。
502345,Aquos1,605497647265255424,negative,寝る前のタブレットとスマホとモバイルルーターの充電忘れてたマン、そいやXperiaZ4って6月中旬発売なのね、買えたらこっちにしたいけど25からの旅行に間に合うかなぁ…今月なんだから具体的な日を知りたーい。アクオスからだから電池の持ちが心配だけどアプリとか入れないし大丈夫かな…？
502350,Aquos1,605557194726047744,neutral,シャープは、ディスプレイのパイオニアとしての意地を見せたともいえる。他社は様子見なのになぁ。
502643,Aquos1,608114107628150788,neutral,"【悲報】
ゴリラん家からドナドナされてきた初代AQUOSが画面割れててドナドナする事に"
502951,Aquos1,610451806087319552,positive,でもアクオスのスーパースローカメラも興味深かった。
502954,Aquos1,610463309809102848,neutral,SH，DM013SH，DM014SH，DM015K，DM016SHなど）起動専用USIMアクティベーションカメラ、WIFIの利用、SIMカードワンセグを観たり、写真を撮ったり、データフォルダーを観たり、WIFIでネットワーク。ディズニーモバイルのスマートフォン
503241,Aquos1,613152494823149568,positive,シャープは好きなデザインが多いので頑張ってほしいなぁ。
503520,Aquos1,615821919087017985,neutral,シースルー液晶ディスプレイっておもろいなー、これは久しぶりに目のつけどころシャープやわ。
504405,Aquos1,623685040015171584,neutral,"202SH for Bizの電池買おうかな…

中古で買ったからだいぶヘタってる"
504692,Aquos1,626565570234724352,neutral,"歴代ケータイ機能インパクト大きかったランキング。
1. J-SH53のQVGA液晶
2. 902SHの2Mピクセル光学ズーム付きカメラ
3. J-SH05のカラー液晶
4. iPhone 3GのUI全て
5. iPhone 4のRetina Display"
505286,Aquos1,632820123473088513,neutral,タッチパネルの下半分死んだSH-01GからZ1fへの移行作業をひたすらやっていた。グリフハック用の非公式アプリ（だと思う）がぐぐっても出てこなくてつらい
501799,Aquos1,600458796578680833,negative,"シャープ、決算資料を見る限り利益出してる部門も多々あるんだけど、液晶と太陽電池の構造改革費と利払いが大きすぎて赤字になってるイメージ。
つまり、液晶と太陽電池を切り売りしてその金で借りた金を返せば良い、と言う話になるのだろうけど、まーうまく行かないんだろうな。"
502972,Aquos1,610763272124403713,neutral,XperiaZ1バッテリーがまともになったらまだまだ数年使える気しかしない(一年で限界が見えてきたIS11SHとは大違いだ)
503256,Aquos1,613264399042674689,neutral,"シャープは何を間違ったんだろうな。ソニーなら大体解るんだが。
アクオスは、特にデザインも機能も画質も良く無いのに「亀山モデル」とかやたら謎のイメージ付けをしていた気はしていたけど・・"
503556,Aquos1,616179472434266112,positive,"ブラウジングとついったーくらいしかしてないのに30分で電池が10%減ってるのはどうなんだろう
写真撮りまくってるとか動画再生してるとかなら分からんでもないんだけど  
20%になるまで4時間しか持たんちゅうことか…  
いかにSH23がすごかったか思い知る"
504130,Aquos1,621209652034826241,negative,ママの食事止まってるよ❗看護師さんに言わなきゃ😃あっ今日下の歯が抜けたらしい❗段々歯が少なくなっていってるよ❗😢又スマホ📱の画面揺れてるよ❗大丈夫かなぁＡＱＵＯＳ❗
504146,Aquos1,621331469680533504,negative,"とりあえずWX04SHのバッテリーがへたってすぐ電池無くなるので
もうこれ買い換えたい
メインがZ3だから違う機種弄りたいのう"
505009,Aquos1,629899523389681664,neutral,先月27日に修理に出してたｽﾏﾎ(AQUOS PHONE ZETA SH-01F)がやっと戻ってきた。ﾊﾞｯﾃﾘｰ不良で連続使用してると1時間も持たなかったからねぇ…。それより修理の間に渡された代替機種のgalaxyがｸｿ過ぎたwwww
505307,Aquos1,633036723119755264,neutral,Nexus 5早く電池交換に出さないと[SH-01G]
501241,Aquos1,597299242793766912,negative,"テレビ事業で失敗したシャープ、太陽電池と太陽光パネル事業で再び大失敗を繰り返して、さらに状況が悪化。ついに本社ビル売却と中小企業化を選択か。
何にせよ、決断があまりにも遅すぎた。不採算部門の全面撤退や縮小も、2年前には決断できたはず。中米でのリストラも、もっと早くにすべきだった。"
501243,Aquos1,597314576624017408,neutral,G550、Miix2 8、203SH、XperiaZ3を相互に接続してみたけどさすがに(主に電池的な意味で)まずかったりするのかな、オーディオ転送が便利そうだが
501534,Aquos1,598854990589857793,neutral,うーん、シャープが液晶を切り離してもジャパンディスプレイが買収するかなあ
501821,Aquos1,600578985454473216,positive,スマホを70%くらい充電できるって売り文句の小型のモバイルバッテリー、SBM205SHだと本当に70%充電できるけどNexus7だと15%くらいで力尽きて面白い
502399,Aquos1,605964418959015936,neutral,PC-9801に対するx68kって意味ではシャープはAppleの立場にいたわけだし、いわゆる電子手帳の頃のデザインから考えると、MIZaurusはかなりデザイン意欲的だったと思うんだけど、何が足りなかったのかな。やっぱりiモードの普及で、傍流においやられたの
502990,Aquos1,610843057601118208,positive,"手元の資料ではAQUOS Serieの最新機より3mmは薄い
そのくせ電池容量デカイし、カメラも良いやつが付いてる"
503282,Aquos1,613375052336119808,neutral,そろそろiPhone5と203SHのﾊﾞｯﾃﾘｰが死んできた。まぁSIM入れてなくてメモ帳みたいな役割だが。
503862,Aquos1,619036091308310528,neutral,わしシャープのデザインすき
504164,Aquos1,621608461583806464,neutral,愛用していたXperiaAの電池がそろそろダメになってきたのでポイントを使って電池を貰いに行った。・・・今、手元には今夏モデルのAQUOS ZETAがあります。
501547,Aquos1,598888860852989953,negative,"シャープの自力再建は無理だろう。というか、このままシャープを放っておくと、また日本独自の技術を後先考えずに韓国や台湾に放出しかねない。
シャープの液晶部門は、ジャパンディスプレイに統合すべきだと思う。「日の丸液晶会社」にならないと、韓国・台湾に対抗できない。国家非常事態だよ。"
501831,Aquos1,600600035382824960,neutral,今日の授業で「ユーザーのことを考えてるって言ってる企業はだいたいデータだけ見て言ってるからほんとのニーズを理解してない。だから画面がきれいな液晶テレビ売ればみんな買うだろって言って某大企業（SH○RP）が大赤字出したでしょ？」って話聞いて笑った
502118,Aquos1,603214228191719426,neutral,"my優先度の結論出た。

小さい ＞ 電池持ち ＞ 由緒正しいガラホ機能(おサイフ、防水、赤外線リモコン 、電池取り外し、Qi充電、SDカード書込)＞ 性能・スペック(クアッド以上、LTE)

で、その優先度のもとにはSH-07Dと比して最近の端末は全てが改悪という現状。"
502119,Aquos1,603219022121865216,neutral,"SH-06Eと比べるとZenfone2は
バッテリー駆動時間が減った
防塵、防水がない
赤外線がない
Qiが使えない
大手キャリアの端末みたいな使わなそうなソフトがいっぱい入っている"
502134,Aquos1,603478953014071296,neutral,姉一家は機械ダメな人だからみんなiPhoneだけど、甥のは案の定画面蜘蛛の巣。それで見えてんの？ってくらい。画面弱いのもだけど修理の概念がないのはやだな。マイタブレットSHARPのSH-08Eは枕元電気スタンドの足のめっちゃ硬いところに勢い良く五回くらい落としてるけど傷一つないよ
502997,Aquos1,610859471628333057,negative,シャープえふいーのFEキャラがなんか悪堕ち状態みたいなデザインなんですけど（ｒｙ
503013,Aquos1,611095903881969664,negative,因みにGalaxyは会社云々よりデザインが好みでないので選択枝からそうそうに漏れます。ソニエリかシャープでいくのですわ
504170,Aquos1,621640031745150976,negative,"スマホ買換え、トルクにするかシャープのにするか迷い中。
外仕事なんで実用性考えたらトルク一択なんだけど、これまでの所２台続けてシャープ使ってるから愛着はあるんだよな。ただシャープの夏モデルは画面大きくなった分ガワが弱そうなんで、割とよく落とす俺には向かないかも。"
505702,Aquos1,636142095955156996,neutral,AQUOS Kとかのガラホにはモバイルバッテリーって使えるのかな？
501276,Aquos1,597727234309296128,neutral,"ガラケーの方が充電しても充電しても持ちが悪いというか、ネット繋いだり電話すると数分で充電切れるんだけど、バッテリーを買ってやり過ごすか思い切ってスマホに機種変するかまだ悩んでるｗ
機種変するならインフォバーかアクオスなんだけども。"
501555,Aquos1,598936746747793408,negative,ソニーでダメな端末はパネルがJDIじゃないやつ　シャープはCPU勝手に絞るから譜面飛ぶ　HTCは知らん　チョン携帯は最近画面反らせてるからアウト
501558,Aquos1,598973464771366912,positive,カメラ付きケータイっつーと、昔J-PHONEのSH09使ってたかな。シャープさんの変換機能が使いやすくてかなり好きだった。
501848,Aquos1,600672673782374400,neutral,昨日の2ちゃんねるに自分のツイートが晒されていた。でも、Wi-Fiの設定が「スキャンを常に実行する」は確かにオンにしたままだった。これまで使っていたXperiaZ3やSH-01Gではオンにしたままだったがそれ程バッテリーの減りに影響はなかった。明日はここをオフにして過ごしてみよう
502143,Aquos1,603539704202440706,positive,"シャープのIGZO積んでいるから
2年経ってもバッテリー電池は95％もあるんだって。
こんなにいい技術があるんだから
なんとかシャープ、立ち直ってほしいなぁ。"
502430,Aquos1,606115340439805952,positive,"ググの日本語入力は
裏での起動や メモリ・電池の消費で
どうしても気になってしまう。
…ってところになんと使いやすい
キーボードと出会ってしまったことか。
嬉しいので同じようなツイートばかり
してしまっているぞ。( ๑´•ω•)
 #304SH"
502706,Aquos1,608541593147047936,negative,"ガイアの夜明けがシャープ特集してた・・・スマホ用4K液晶に賭けているらしい。

”ぱっとみ”で人間の網膜の認識レベル以上の解像度はスマホにはいらんと思うｗ
それよりも液晶の消費電力をさげてくれ・・・液晶が一番電池食う

バッテリーよりもシャープがもたないか(´・ω・`)"
502713,Aquos1,608567312317206528,positive,"Z4に変えたらスクフェスのスコアが格段に上がった。
SH06Eだと明らかにタップしてるのに反応しなかったり長押しが途中で途切れたりしてコンボ途切れるときが多々あったけどZ4でやると普通に1000コンボ超える。
画面の大きさが変わったからたまにミスるけど指が馴染めばスコアは上がる。"
502720,Aquos1,608590667434987521,negative,背面はSH-06Eとほとんど変わらんが、ディスプレイが熱いぞ
503317,Aquos1,613906765432815616,neutral,"スマホ買い替え決定(&gt;_&lt;)
出先で売買できないと困るから出かけられない(-_-;)
Aquos Xxが丁度明日発売らしいのでそれにした(*^▽^*)
ラオックスは放置
日ダイナミクスを買いたいんだけど下がってくれないかなぁ(&gt;_&lt;)
５日線タッチしてるから朝が買だったんだよなぁ"
504477,Aquos1,624520580188913664,neutral,今使っているスマホ(SH-06E)のバッテリーの在庫がないとのことだったので、ドコモショップでメーカーに取り寄せてからの交換になった(
504484,Aquos1,624568053511012352,positive,iPhone 6 Plusのディスプレイは本当に画素の点が判別できない。401ppiだそうだ。前のガラケーSH002（326ppi、iPhone 5シリーズやiPhone 6と同じきめ細かさ）は辛うじて判別できた。
505065,Aquos1,630360008543174660,neutral,"町内会の集まりで懇親会という名の食事をしてスマホ使ってる従兄嫁さんにどこのメーカー？と訊いたらアクオスと言ってた
スマホ買い替え悩んでたけどアクオスにしよう
今のはバッテリー持ち歩きしないといけないからなー"
501584,Aquos1,599096598111465472,neutral,シャープっていったらさ、携帯にカメラつけて写メールの第一人者でしょう。当時この携帯を持っていたら凄いってなってたの思い出すわあ。
501866,Aquos1,600885271966580737,negative,前世紀末（2000年）に三洋とシャープの現在の姿を予想できた人はいただろうか。両社とも消費者受けする魅力的な製品を幅広くとり揃えていて、これといった死角もないように見えた。両社とも太陽電池・発電等の半導体事業を積極展開しようとした頃に転落が始まった気がするのは意地悪な見方だろうか
501875,Aquos1,600985608660471810,positive,録画リストはシャープが一番見やすかったんだけどね。ソニーはPS3みたいな画面だからリストは見辛いし…パナも大差ないか
502152,Aquos1,603599691767488513,neutral,"AQUOS Kでtwitterクライアントを色々いじっていて何が使いやすいだろうなぁと試してるだけでこんな時間。久々に楽しいおもちゃを触っている感じ。

テンキー箇所がマウスパッド風になるタッチクルーザーと相性いいアプリが使いやすいのだろうけどこれというのが決まらないな"
502155,Aquos1,603705084619333632,neutral,幾らIGZOと言えどゲームやるとIGZO以外の部分で電力を使うみたいで、電池の減りが半端ないんだが、これまたシャープ独自のエコ技ってアプリでエコ技に設定するとかなり改善する。どうも設定は出来ないみたいだけどグラフィックの処理とかも間引きしてそう。
502157,Aquos1,603714378068697088,neutral,うーむ、やはり電池消費早いなー。AQUOSの倍くらい早い気がする。REGZAよりは少しもつ。
502443,Aquos1,606338493141286912,neutral,確かにシャープのカメラはそんなに高画質じゃないけど拡大しなかったらノイズとかあんまりわからんからええねんて
503052,Aquos1,611371301261873152,neutral,シャープのデザインって未来感あるな
503338,Aquos1,614102307219705856,neutral,どうやらこのスマホのバッテリー暴走の原因はWi-Fiをオフにしてあったからのようだ。電波なんて飛んでないから、切ってたけど、なんかのアプリがWi-Fi使いたがってて駄々をこねてたらしい。　sh-10D
503622,Aquos1,616860604507123713,neutral,SHカメラとGoogleマップの調子がとても悪いのだが…おいらだけ？
504214,Aquos1,622069416994304000,negative,スマホカメラ(SH-02E)はf値低いのが特徴だが どのスマホでも言えるがやはりズームすると画質が汚くなる それと、マクロの時にせっかくピントが合ったのに撮るときにはピントがずれる それがスマホカメラでは満足できないという点だ やっぱりカメラ欲しい
504218,Aquos1,622182557598126080,neutral,正直、菅直人が首相時代に自然エネルギーの目標数値を発言に盛り込んだ時『あぁ、これで安かろう悪かろうの中国製じゃなく、品質の高い国産太陽電池パネルが大量に流通する時代になる。国内だけじゃなく海外にもシェアを伸ばせれば、シャープもウハウハだなー』とか、思ってたんですけど、ね…。
504511,Aquos1,624821645073498113,neutral,他の不採算部門と一緒に切られちゃったんだろうか　＞シャープの電池
504794,Aquos1,627535016776437760,positive,Roland JD-XAの続き。２行ディスプレイがあるとはいえ、操作系のほとんどがツマミ・フェーダーとしてレイアウトされているのって、やっぱり良い！！触りたいパラメータにすぐアクセスできるのって最高。そんな理由で、SH-201も好き。こっちはディスプレイすらありませんｗ
501591,Aquos1,599105830856757248,negative,シャープが2223億の大赤字で大々的な再生計画を打ち出した。世界の亀山モデルが一世を風靡してた頃が懐かしいが正直「ああ、やっぱり」て感じ。液晶のシャープと持てはやされていた時代もあったが他企業の物と比べたらイマイチだったのを覚えてる。だって角度を付けて画面見たら白く見えんだもの。
501608,Aquos1,599169364756017153,negative,シャープ、最終赤字2223億円 15年3月期 液晶、太陽電池の不振響く。(＠´ω｀)
502458,Aquos1,606402566541307905,neutral,"【悲報】俺氏、またもや衝動買いでスマホを買う
Sh02e、買ってしまいましたwwwスタンド充電器付いて8500円だった…なかなかじゃないですかね？1.5ghzクアッドコアcpu、RAM2gbROM32gbトリプルバンド対応、メインカメラ画素1600万画素w"
503073,Aquos1,611486927754145792,neutral,見、年式の割には綺麗なになります。数年前に購入後、予備機としてとってありました。もう使うこともなさそうですので、出品いたします。AQUOSショットでデジカメ性能はピカイチ、画面をひっくり返してシャッターボタンもあるので、当方にとってコンパクトデジカメが不要にな
504528,Aquos1,624929582882275329,positive,最近のスマホのカメラは依然のガラケーのカメラに比べると格段に魅力を感じないよなあ。一番はやっぱり光学ズーム。ワイが人生初めて手にした携帯であるV602SHは携帯のくせに光学2倍ズームがついていて小さなレンズがうにうに前後に駆動する様はそれはそれは感動したものでした。
504807,Aquos1,627714479577432065,positive,Lavie Y RTアップデート終了。だが、この使えないPCを今後どうするかだなあ。特にSH-03G使いだしたから、タブレット利用でも使わない。スマホに対して優位なのは大画面とキーボードくらい？アプリ入れようにもスマホの方が充実しとるしなー。Bluetoothで何か出来る？
504815,Aquos1,627740543976521728,negative,家電店で洗濯機を冷やかしたところ、シャープ製品のデザインが最もシャープではなかった。
505603,Aquos1,635331045571719169,negative,SH-03G用のカバーとフィルム買わなきゃ。。。 悲惨、、じゃないや、飛散防止フィルムがついてる機種だって聞くし。 ゴリガラスじゃないから画面傷だらけになるというウワサ。 本当かどうか知らんけど。
501620,Aquos1,599195932412874753,neutral,このデザインのT-SH欲しい＞RT
502484,Aquos1,606647464108490752,NegaAndPosi,シャープは企業姿勢は好きだけどデザインは雑魚
502769,Aquos1,609117289430929409,neutral,ソニーのカメラ部品をアップルがiPhoneの新製品用に買い占めているみたいです。それで中国のスマホメーカーが困っているのだとか。ソニーもアップルだけに依存しているとシャープみたいに痛い目に遭うかもしれませんね。
503088,Aquos1,611544484334059521,positive,ココロボちゃんも可愛いし、シャープの掃除機は神デザインですなrt
503364,Aquos1,614364848827138048,negative,AQUOS PHONE、よもやのディスプレイ部液晶凹み。きれいに面一だったのに…保護フィルムなんか浮いてるからおかしいとは思ったんだが…orz…
503368,Aquos1,614392178861674497,negative,シャープ製のスマホにはベールビューという機能がついてるのだけど、これほとんど効果なくないか。濃くしても横から普通に画面の文字が読める。
504252,Aquos1,622344377873117184,neutral,半日イングレったらさすがのAQUOSフォンさんもバッテリー10%台かー。(・ω・)
505399,Aquos1,633806657101828100,negative,"本当にSnapDragon810はすぐカッカするんだよな＞RT
SH-03Gにも搭載されていますが、個人的にはカッカしやすいことよりもカメラ機能がクソすぎるというのが…。"
501355,Aquos1,598398518382895104,positive,"なにさ！サポートデスクに聞いたら、修理するしかないですね～なんて言いやがって( 一一)
いま、複合機のトラブルで来てくれてたシャープのサービスマンに聞いたら、ググってくれて、照度設定ですぐに治りました！
PCのトラブルは液晶画面が暗くなったことです。"
501644,Aquos1,599375866649452544,negative,確かになあ。各社がプラズマディスプレイのテレビを出してた頃、シャープが液晶テレビを出してて、あの頃、家電量販店で見比べながら、あんなペラペラで輝度の低いおもちゃ売れるわけない、とか思ってたもんなあ。
502495,Aquos1,606729926201311234,positive,あー、そっかシャープのXxサイズ見てて今使ってるのと大差ないのはEDGESTのおかげで画面幅確保されてるからボディがそんなに大きくなってないことか…これなら買ってもよさそうだな
503973,Aquos1,619881107270471681,neutral,iPhone6Plusってバッテリーのもちがいいわー。AQUOS ZETAなみ。
504845,Aquos1,628115301175963648,negative,is11shはFMトランスミッターでシャッター音が消える迷機だったなぁw電池持ちが恐ろしく悪かったが…is11ｆｖは毎月割が効いて300円維持だったが、茸が月サポ盛りを始めたので飛ばした。(▼∀▼)
505150,Aquos1,631411834990374912,negative,アクオスフォン 電池減り 異常‖検索
505660,Aquos1,635789851804041216,neutral,そろそろ302SHちゃんのバッテリーを交換(有償)してあげたい。
501361,Aquos1,598411415360147456,negative,"ドコモの新機種ラインナップ微妙だな
F-04Gが電池持ちよかったらと思うが実使用でF-05Fより20時間も減ってる
電池がそれ程良くないギャラS6より悪い
F-05FやSH-04Fのが良さげだ"
502231,Aquos1,604290026235535360,positive,パナソニックの商品全般に言えることだが、ユーザーインターフェイスが非常にこなれていて使いやすい印象がある(;´Д`) スペックと先進機能のソニー、マニアックな東芝、デザインがダサい日立、可もなく不可もないシャープ、使い勝手のパナソニックっていうのが漏れの家電メーカーイメージだな。
502233,Aquos1,604296210661310464,positive,SH-06Fのウェルカムシートの壁紙が、素敵なケモノさんでいっぱいになって非常に素晴らしい。抜けるような青空、満開の桜に夕焼け空など色とりどりで、意味もなく画面消して付けて、を繰り返したりしてしまいます。
502240,Aquos1,604330431513677824,neutral,"タッチ操作バイブ　
再起動した際、最下段にあるホームボタンなどを押していると、バイブの反応があるが、スマホが起動すると、バイブが消えることが判明した。
305SHに干渉しているアプリがある！
でも、どれなのか、特定できない…  #タッチ操作バイブ"
503695,Aquos1,617608556234190848,positive,"そう思うとSH-2はなかなか良い塩梅でデザインとUIがまとまってる気がする

というか俺好みのUIと言うか"
504287,Aquos1,622605683146358786,positive,「 AQUOS CRYSTAL Y」 5.5インチクリスタルディスプレイで画面が綺麗！そしてSHARP製ならではの面白機能が満載♪写真だって綺麗に撮れちゃう！microSDカードも対応してるので保存容量の心配もありません。是非その手にしてください♪
504571,Aquos1,625286009178066944,positive,"しばらくずっと見比べたんだけど、画質に差異を感じられなかったのです。
あと、昨日親戚の家に立ち寄った時、親戚宅はAQUOSで綺麗な画面だなと感じたのも心の隅に残っていたのかもしれない。
まぁ、一番大きいのは値引率だったんですがね(^^;;"
504580,Aquos1,625340488250294272,neutral,FACE BOOKやり始めた。やり方何となくわかってきた。写真UPしまくりや(*^▽^*)AQUOSエバーやりよんな～(笑)文字打ちはまだ慣れん。タッチペン買った。
504866,Aquos1,628351813385719809,neutral,エムキャスとbatterymixと画面黄色くするやつ....俺のSH-04Eとほとんど同じやん
505163,Aquos1,631509115735379968,NegaAndPosi,ドコモの端末、SH-05Gに変えようかと悩む。タブレットだけど音声通話出来るし、RAMが3GBでカメラももっと性能良かったら即決だけど。
